position,gene,Element
336,MYB83,None
337,MYB83,None
338,MYB83,None
339,MYB83,None
340,MYB83,None
341,MYB83,None
342,MYB83,None
343,MYB83,None
344,MYB83,None
345,MYB83,None
346,MYB83,None
347,MYB83,None
348,MYB83,None
349,MYB83,None
350,MYB83,None
351,MYB83,None
352,MYB83,None
353,MYB83,None
354,MYB83,None
355,MYB83,None
356,MYB83,None
357,MYB83,None
358,MYB83,None
359,MYB83,None
360,MYB83,None
361,MYB83,None
362,MYB83,None
363,MYB83,None
364,MYB83,None
365,MYB83,None
366,MYB83,None
367,MYB83,None
368,MYB83,None
369,MYB83,None
370,MYB83,None
371,MYB83,None
372,MYB83,None
373,MYB83,None
374,MYB83,None
375,MYB83,None
376,MYB83,None
377,MYB83,None
378,MYB83,None
379,MYB83,None
380,MYB83,None
381,MYB83,None
382,MYB83,None
383,MYB83,None
384,MYB83,None
385,MYB83,None
386,MYB83,None
387,MYB83,None
388,MYB83,None
389,MYB83,None
390,MYB83,None
391,MYB83,None
392,MYB83,None
393,MYB83,None
394,MYB83,None
395,MYB83,None
396,MYB83,None
397,MYB83,None
398,MYB83,SNBE
399,MYB83,SNBE
400,MYB83,SNBE
401,MYB83,SNBE
402,MYB83,SNBE
403,MYB83,SNBE
404,MYB83,SNBE
405,MYB83,SNBE
406,MYB83,SNBE
407,MYB83,SNBE
408,MYB83,SNBE
409,MYB83,SNBE
410,MYB83,SNBE
411,MYB83,SNBE
412,MYB83,SNBE
413,MYB83,SNBE
414,MYB83,SNBE
415,MYB83,SNBE
416,MYB83,SNBE
417,MYB83,None
418,MYB83,None
419,MYB83,None
420,MYB83,None
421,MYB83,None
422,MYB83,None
423,MYB83,None
424,MYB83,None
425,MYB83,None
426,MYB83,None
427,MYB83,None
428,MYB83,None
429,MYB83,None
430,MYB83,None
431,MYB83,None
432,MYB83,None
433,MYB83,None
434,MYB83,None
435,MYB83,None
436,MYB83,None
437,MYB83,None
438,MYB83,None
439,MYB83,None
440,MYB83,None
441,MYB83,None
442,MYB83,None
443,MYB83,None
444,MYB83,None
445,MYB83,None
446,MYB83,None
447,MYB83,None
448,MYB83,None
449,MYB83,None
450,MYB83,None
451,MYB83,None
452,MYB83,None
453,MYB83,None
454,MYB83,None
455,MYB83,None
456,MYB83,None
457,MYB83,None
458,MYB83,None
459,MYB83,None
460,MYB83,None
461,MYB83,None
462,MYB83,None
463,MYB83,None
464,MYB83,None
465,MYB83,None
466,MYB83,None
467,MYB83,None
468,MYB83,None
469,MYB83,None
470,MYB83,None
471,MYB83,None
472,MYB83,None
473,MYB83,None
474,MYB83,None
475,MYB83,None
476,MYB83,None
477,MYB83,None
478,MYB83,None
479,MYB83,None
480,MYB83,None
481,MYB83,None
482,MYB83,None
483,MYB83,None
484,MYB83,None
485,MYB83,None
486,MYB83,None
487,MYB83,None
488,MYB83,None
489,MYB83,None
490,MYB83,None
491,MYB83,None
492,MYB83,None
493,MYB83,None
494,MYB83,None
495,MYB83,None
496,MYB83,None
497,MYB83,None
498,MYB83,None
499,MYB83,None
500,MYB83,None
501,MYB83,None
502,MYB83,None
503,MYB83,None
504,MYB83,None
505,MYB83,None
506,MYB83,None
507,MYB83,None
508,MYB83,None
509,MYB83,None
510,MYB83,None
511,MYB83,None
512,MYB83,None
513,MYB83,None
514,MYB83,None
515,MYB83,None
516,MYB83,None
517,MYB83,None
518,MYB83,None
519,MYB83,None
520,MYB83,None
521,MYB83,None
522,MYB83,None
523,MYB83,None
524,MYB83,None
525,MYB83,None
526,MYB83,None
527,MYB83,None
528,MYB83,None
529,MYB83,None
530,MYB83,None
531,MYB83,None
532,MYB83,None
533,MYB83,None
534,MYB83,None
535,MYB83,None
536,MYB83,None
537,MYB83,None
538,MYB83,None
539,MYB83,None
540,MYB83,None
541,MYB83,None
542,MYB83,None
543,MYB83,None
544,MYB83,None
545,MYB83,None
546,MYB83,None
547,MYB83,None
548,MYB83,None
549,MYB83,None
550,MYB83,None
551,MYB83,None
552,MYB83,None
553,MYB83,None
554,MYB83,None
555,MYB83,None
556,MYB83,None
557,MYB83,None
558,MYB83,None
559,MYB83,None
560,MYB83,None
561,MYB83,None
562,MYB83,None
563,MYB83,None
564,MYB83,None
565,MYB83,None
566,MYB83,None
567,MYB83,None
568,MYB83,None
569,MYB83,None
570,MYB83,None
571,MYB83,None
572,MYB83,None
573,MYB83,None
574,MYB83,None
575,MYB83,None
576,MYB83,None
577,MYB83,None
578,MYB83,None
579,MYB83,None
580,MYB83,None
581,MYB83,None
582,MYB83,None
583,MYB83,None
584,MYB83,None
585,MYB83,None
586,MYB83,None
587,MYB83,None
588,MYB83,None
589,MYB83,None
590,MYB83,None
591,MYB83,None
592,MYB83,None
593,MYB83,None
594,MYB83,None
595,MYB83,None
596,MYB83,None
597,MYB83,None
598,MYB83,None
599,MYB83,None
600,MYB83,None
601,MYB83,None
602,MYB83,None
603,MYB83,None
604,MYB83,None
605,MYB83,None
606,MYB83,None
607,MYB83,None
608,MYB83,None
609,MYB83,None
610,MYB83,None
611,MYB83,None
612,MYB83,None
613,MYB83,None
614,MYB83,None
615,MYB83,None
616,MYB83,None
617,MYB83,None
618,MYB83,None
619,MYB83,None
620,MYB83,None
621,MYB83,None
622,MYB83,None
623,MYB83,None
624,MYB83,None
625,MYB83,None
626,MYB83,None
627,MYB83,None
628,MYB83,None
629,MYB83,None
630,MYB83,None
631,MYB83,None
632,MYB83,None
633,MYB83,None
634,MYB83,None
635,MYB83,None
636,MYB83,None
637,MYB83,None
638,MYB83,None
639,MYB83,None
640,MYB83,None
641,MYB83,None
642,MYB83,None
643,MYB83,None
644,MYB83,None
645,MYB83,None
646,MYB83,None
647,MYB83,None
648,MYB83,None
649,MYB83,None
650,MYB83,None
651,MYB83,None
652,MYB83,None
653,MYB83,None
654,MYB83,None
655,MYB83,None
656,MYB83,None
657,MYB83,None
658,MYB83,None
659,MYB83,None
660,MYB83,None
661,MYB83,None
662,MYB83,None
663,MYB83,None
664,MYB83,None
665,MYB83,None
666,MYB83,None
667,MYB83,None
668,MYB83,None
669,MYB83,None
670,MYB83,None
671,MYB83,None
672,MYB83,None
673,MYB83,None
674,MYB83,None
675,MYB83,None
676,MYB83,None
677,MYB83,None
678,MYB83,None
679,MYB83,None
680,MYB83,None
681,MYB83,None
682,MYB83,None
683,MYB83,None
684,MYB83,None
685,MYB83,None
686,MYB83,None
687,MYB83,None
688,MYB83,None
689,MYB83,None
690,MYB83,None
691,MYB83,None
692,MYB83,None
693,MYB83,None
694,MYB83,None
695,MYB83,None
696,MYB83,None
697,MYB83,None
698,MYB83,None
699,MYB83,None
700,MYB83,None
701,MYB83,None
702,MYB83,None
703,MYB83,None
704,MYB83,None
705,MYB83,None
706,MYB83,None
707,MYB83,None
708,MYB83,None
709,MYB83,None
710,MYB83,None
711,MYB83,None
712,MYB83,None
713,MYB83,None
714,MYB83,None
715,MYB83,None
716,MYB83,None
717,MYB83,None
718,MYB83,None
719,MYB83,None
720,MYB83,None
721,MYB83,None
722,MYB83,None
723,MYB83,None
724,MYB83,None
725,MYB83,None
726,MYB83,None
727,MYB83,None
728,MYB83,None
729,MYB83,None
730,MYB83,None
731,MYB83,None
732,MYB83,None
733,MYB83,None
734,MYB83,None
735,MYB83,None
736,MYB83,None
737,MYB83,None
738,MYB83,None
739,MYB83,None
740,MYB83,None
741,MYB83,None
742,MYB83,None
743,MYB83,None
744,MYB83,None
745,MYB83,None
746,MYB83,None
747,MYB83,None
748,MYB83,None
749,MYB83,None
750,MYB83,None
751,MYB83,None
752,MYB83,None
753,MYB83,None
754,MYB83,None
755,MYB83,None
756,MYB83,None
757,MYB83,None
758,MYB83,None
759,MYB83,None
760,MYB83,None
761,MYB83,None
762,MYB83,None
763,MYB83,None
764,MYB83,None
765,MYB83,None
766,MYB83,None
767,MYB83,None
768,MYB83,None
769,MYB83,None
770,MYB83,None
771,MYB83,None
772,MYB83,None
773,MYB83,None
774,MYB83,None
775,MYB83,None
776,MYB83,None
777,MYB83,None
778,MYB83,None
779,MYB83,None
780,MYB83,None
781,MYB83,None
782,MYB83,None
783,MYB83,None
784,MYB83,None
785,MYB83,None
786,MYB83,None
787,MYB83,None
788,MYB83,None
789,MYB83,None
790,MYB83,None
791,MYB83,None
792,MYB83,None
793,MYB83,None
794,MYB83,None
795,MYB83,None
796,MYB83,None
797,MYB83,None
798,MYB83,None
799,MYB83,None
800,MYB83,None
801,MYB83,None
802,MYB83,None
803,MYB83,None
804,MYB83,None
805,MYB83,None
806,MYB83,None
807,MYB83,None
808,MYB83,None
809,MYB83,None
810,MYB83,None
811,MYB83,None
812,MYB83,None
813,MYB83,None
814,MYB83,None
815,MYB83,None
816,MYB83,None
817,MYB83,None
818,MYB83,None
819,MYB83,None
820,MYB83,None
821,MYB83,None
822,MYB83,None
823,MYB83,None
824,MYB83,None
825,MYB83,None
826,MYB83,None
827,MYB83,None
828,MYB83,None
829,MYB83,None
830,MYB83,None
831,MYB83,None
832,MYB83,None
833,MYB83,None
834,MYB83,None
835,MYB83,None
836,MYB83,None
837,MYB83,None
838,MYB83,None
839,MYB83,None
840,MYB83,None
841,MYB83,None
842,MYB83,None
843,MYB83,None
844,MYB83,None
845,MYB83,None
846,MYB83,None
847,MYB83,None
848,MYB83,None
849,MYB83,None
850,MYB83,None
851,MYB83,None
852,MYB83,None
853,MYB83,None
854,MYB83,None
855,MYB83,None
856,MYB83,None
857,MYB83,None
858,MYB83,None
859,MYB83,None
860,MYB83,None
861,MYB83,None
862,MYB83,None
863,MYB83,None
864,MYB83,None
865,MYB83,None
866,MYB83,None
867,MYB83,None
868,MYB83,None
869,MYB83,None
870,MYB83,None
871,MYB83,None
872,MYB83,None
873,MYB83,None
874,MYB83,None
875,MYB83,None
876,MYB83,None
877,MYB83,None
878,MYB83,None
879,MYB83,None
880,MYB83,None
881,MYB83,None
882,MYB83,None
883,MYB83,None
884,MYB83,None
885,MYB83,None
886,MYB83,None
887,MYB83,None
888,MYB83,None
889,MYB83,None
890,MYB83,None
891,MYB83,None
892,MYB83,None
893,MYB83,None
894,MYB83,None
895,MYB83,None
896,MYB83,None
897,MYB83,None
898,MYB83,None
899,MYB83,None
900,MYB83,None
901,MYB83,None
902,MYB83,None
903,MYB83,None
904,MYB83,None
905,MYB83,None
906,MYB83,None
907,MYB83,None
908,MYB83,None
909,MYB83,None
910,MYB83,None
911,MYB83,None
912,MYB83,None
913,MYB83,None
914,MYB83,None
915,MYB83,None
916,MYB83,None
917,MYB83,None
918,MYB83,None
919,MYB83,None
920,MYB83,None
921,MYB83,None
922,MYB83,None
923,MYB83,None
924,MYB83,None
925,MYB83,None
926,MYB83,None
927,MYB83,None
928,MYB83,None
929,MYB83,None
930,MYB83,None
931,MYB83,None
932,MYB83,None
933,MYB83,None
934,MYB83,None
935,MYB83,None
936,MYB83,None
937,MYB83,None
938,MYB83,None
939,MYB83,None
940,MYB83,None
941,MYB83,None
942,MYB83,None
943,MYB83,None
944,MYB83,None
945,MYB83,None
946,MYB83,None
947,MYB83,None
948,MYB83,None
949,MYB83,None
950,MYB83,None
951,MYB83,None
952,MYB83,None
953,MYB83,None
954,MYB83,None
955,MYB83,None
956,MYB83,None
957,MYB83,None
958,MYB83,None
959,MYB83,None
960,MYB83,None
961,MYB83,None
962,MYB83,None
963,MYB83,None
964,MYB83,None
965,MYB83,None
966,MYB83,None
967,MYB83,None
968,MYB83,None
969,MYB83,None
970,MYB83,None
971,MYB83,None
972,MYB83,None
973,MYB83,None
974,MYB83,None
975,MYB83,None
976,MYB83,None
977,MYB83,None
978,MYB83,None
979,MYB83,None
980,MYB83,None
981,MYB83,None
982,MYB83,None
983,MYB83,None
984,MYB83,None
985,MYB83,None
986,MYB83,None
987,MYB83,None
988,MYB83,None
989,MYB83,None
990,MYB83,None
991,MYB83,None
992,MYB83,None
993,MYB83,None
994,MYB83,None
995,MYB83,None
996,MYB83,None
997,MYB83,None
998,MYB83,None
999,MYB83,None
1000,MYB83,None
1001,MYB83,None
1002,MYB83,None
1003,MYB83,None
1004,MYB83,None
1005,MYB83,None
1006,MYB83,None
1007,MYB83,None
1008,MYB83,None
1009,MYB83,None
1010,MYB83,None
1011,MYB83,None
1012,MYB83,None
1013,MYB83,None
1014,MYB83,None
1015,MYB83,None
1016,MYB83,None
1017,MYB83,None
1018,MYB83,None
1019,MYB83,None
1020,MYB83,None
1021,MYB83,None
1022,MYB83,None
1023,MYB83,None
1024,MYB83,None
1025,MYB83,None
1026,MYB83,None
1027,MYB83,None
1028,MYB83,None
1029,MYB83,None
1030,MYB83,None
1031,MYB83,None
1032,MYB83,None
1033,MYB83,None
1034,MYB83,None
1035,MYB83,None
1036,MYB83,None
1037,MYB83,None
1038,MYB83,None
1039,MYB83,None
1040,MYB83,None
1041,MYB83,None
1042,MYB83,None
1043,MYB83,None
1044,MYB83,None
1045,MYB83,None
1046,MYB83,None
1047,MYB83,None
1048,MYB83,None
1049,MYB83,None
1050,MYB83,None
1051,MYB83,None
1052,MYB83,None
1053,MYB83,None
1054,MYB83,None
1055,MYB83,None
1056,MYB83,None
1057,MYB83,None
1058,MYB83,None
1059,MYB83,None
1060,MYB83,None
1061,MYB83,None
1062,MYB83,None
1063,MYB83,None
1064,MYB83,None
1065,MYB83,None
1066,MYB83,None
1067,MYB83,None
1068,MYB83,None
1069,MYB83,None
1070,MYB83,None
1071,MYB83,None
1072,MYB83,None
1073,MYB83,None
1074,MYB83,None
1075,MYB83,None
1076,MYB83,None
1077,MYB83,None
1078,MYB83,None
1079,MYB83,None
1080,MYB83,None
1081,MYB83,None
1082,MYB83,None
1083,MYB83,None
1084,MYB83,None
1085,MYB83,None
1086,MYB83,None
1087,MYB83,None
1088,MYB83,None
1089,MYB83,None
1090,MYB83,None
1091,MYB83,None
1092,MYB83,None
1093,MYB83,None
1094,MYB83,None
1095,MYB83,None
1096,MYB83,None
1097,MYB83,None
1098,MYB83,None
1099,MYB83,None
1100,MYB83,None
1101,MYB83,None
1102,MYB83,None
1103,MYB83,None
1104,MYB83,None
1105,MYB83,None
1106,MYB83,None
1107,MYB83,None
1108,MYB83,None
1109,MYB83,None
1110,MYB83,None
1111,MYB83,None
1112,MYB83,None
1113,MYB83,None
1114,MYB83,None
1115,MYB83,None
1116,MYB83,None
1117,MYB83,None
1118,MYB83,None
1119,MYB83,None
1120,MYB83,None
1121,MYB83,None
1122,MYB83,None
1123,MYB83,None
1124,MYB83,None
1125,MYB83,None
1126,MYB83,None
1127,MYB83,None
1128,MYB83,None
1129,MYB83,None
1130,MYB83,None
1131,MYB83,None
1132,MYB83,None
1133,MYB83,None
1134,MYB83,None
1135,MYB83,None
1136,MYB83,None
1137,MYB83,None
1138,MYB83,None
1139,MYB83,None
1140,MYB83,None
1141,MYB83,None
1142,MYB83,None
1143,MYB83,None
1144,MYB83,None
1145,MYB83,None
1146,MYB83,None
1147,MYB83,None
1148,MYB83,None
1149,MYB83,None
1150,MYB83,None
1151,MYB83,None
1152,MYB83,None
1153,MYB83,None
1154,MYB83,None
1155,MYB83,None
1156,MYB83,None
1157,MYB83,None
1158,MYB83,None
1159,MYB83,None
1160,MYB83,None
1161,MYB83,None
1162,MYB83,None
1163,MYB83,None
1164,MYB83,None
1165,MYB83,None
1166,MYB83,None
1167,MYB83,None
1168,MYB83,None
1169,MYB83,None
1170,MYB83,None
1171,MYB83,None
1172,MYB83,None
1173,MYB83,None
1174,MYB83,None
1175,MYB83,None
1176,MYB83,None
1177,MYB83,None
1178,MYB83,None
1179,MYB83,None
1180,MYB83,None
1181,MYB83,None
1182,MYB83,None
1183,MYB83,None
1184,MYB83,None
1185,MYB83,None
1186,MYB83,None
1187,MYB83,None
1188,MYB83,None
1189,MYB83,None
1190,MYB83,None
1191,MYB83,None
1192,MYB83,None
1193,MYB83,None
1194,MYB83,None
1195,MYB83,None
1196,MYB83,None
1197,MYB83,None
1198,MYB83,None
1199,MYB83,None
1200,MYB83,None
1201,MYB83,None
1202,MYB83,None
1203,MYB83,None
1204,MYB83,None
1205,MYB83,None
1206,MYB83,None
1207,MYB83,None
1208,MYB83,None
1209,MYB83,None
1210,MYB83,None
1211,MYB83,None
1212,MYB83,None
1213,MYB83,None
1214,MYB83,None
1215,MYB83,None
1216,MYB83,None
1217,MYB83,None
1218,MYB83,None
1219,MYB83,None
1220,MYB83,None
1221,MYB83,None
1222,MYB83,None
1223,MYB83,None
1224,MYB83,None
1225,MYB83,None
1226,MYB83,None
1227,MYB83,None
1228,MYB83,None
1229,MYB83,None
1230,MYB83,None
1231,MYB83,None
1232,MYB83,None
1233,MYB83,None
1234,MYB83,None
1235,MYB83,None
1236,MYB83,None
1237,MYB83,None
1238,MYB83,None
1239,MYB83,None
1240,MYB83,None
1241,MYB83,None
1242,MYB83,None
1243,MYB83,None
1244,MYB83,None
1245,MYB83,None
1246,MYB83,None
1247,MYB83,None
1248,MYB83,None
1249,MYB83,None
1250,MYB83,None
1251,MYB83,None
1252,MYB83,None
1253,MYB83,None
1254,MYB83,None
1255,MYB83,None
1256,MYB83,None
1257,MYB83,None
1258,MYB83,None
1259,MYB83,None
1260,MYB83,None
1261,MYB83,None
1262,MYB83,None
1263,MYB83,None
1264,MYB83,None
1265,MYB83,None
1266,MYB83,None
1267,MYB83,None
1268,MYB83,None
1269,MYB83,None
1270,MYB83,None
1271,MYB83,None
1272,MYB83,None
1273,MYB83,None
1274,MYB83,None
1275,MYB83,None
1276,MYB83,None
1277,MYB83,None
1278,MYB83,None
1279,MYB83,None
1280,MYB83,None
1281,MYB83,None
1282,MYB83,None
1283,MYB83,None
1284,MYB83,None
1285,MYB83,None
1286,MYB83,None
1287,MYB83,None
1288,MYB83,None
1289,MYB83,None
1290,MYB83,None
1291,MYB83,None
1292,MYB83,None
1293,MYB83,None
1294,MYB83,None
1295,MYB83,None
1296,MYB83,None
1297,MYB83,None
1298,MYB83,None
1299,MYB83,None
1300,MYB83,None
1301,MYB83,None
1302,MYB83,None
1303,MYB83,None
1304,MYB83,None
1305,MYB83,None
1306,MYB83,None
1307,MYB83,None
1308,MYB83,None
1309,MYB83,None
1310,MYB83,None
1311,MYB83,None
1312,MYB83,None
1313,MYB83,None
1314,MYB83,None
1315,MYB83,None
1316,MYB83,None
1317,MYB83,None
1318,MYB83,None
1319,MYB83,None
1320,MYB83,None
1321,MYB83,None
1322,MYB83,None
1323,MYB83,None
1324,MYB83,None
1325,MYB83,None
1326,MYB83,None
1327,MYB83,None
1328,MYB83,None
1329,MYB83,None
1330,MYB83,None
1331,MYB83,None
1332,MYB83,None
1333,MYB83,None
1334,MYB83,None
1335,MYB83,None
1336,MYB83,None
1337,MYB83,None
1338,MYB83,None
1339,MYB83,None
1340,MYB83,None
1341,MYB83,None
1342,MYB83,None
1343,MYB83,None
1344,MYB83,None
1345,MYB83,None
1346,MYB83,None
1347,MYB83,None
1348,MYB83,None
1349,MYB83,None
1350,MYB83,None
1351,MYB83,None
1352,MYB83,None
1353,MYB83,None
1354,MYB83,None
1355,MYB83,None
1356,MYB83,None
1357,MYB83,None
1358,MYB83,None
1359,MYB83,None
1360,MYB83,None
1361,MYB83,None
1362,MYB83,None
1363,MYB83,None
1364,MYB83,None
1365,MYB83,None
1366,MYB83,None
1367,MYB83,None
1368,MYB83,None
1369,MYB83,None
1370,MYB83,None
1371,MYB83,None
1372,MYB83,None
1373,MYB83,None
1374,MYB83,None
1375,MYB83,None
1376,MYB83,None
1377,MYB83,None
1378,MYB83,None
1379,MYB83,None
1380,MYB83,None
1381,MYB83,None
1382,MYB83,None
1383,MYB83,None
1384,MYB83,None
1385,MYB83,None
1386,MYB83,None
1387,MYB83,None
1388,MYB83,None
1389,MYB83,None
1390,MYB83,None
1391,MYB83,None
1392,MYB83,None
1393,MYB83,None
1394,MYB83,None
1395,MYB83,None
1396,MYB83,None
1397,MYB83,None
1398,MYB83,None
1399,MYB83,None
1400,MYB83,None
1401,MYB83,None
1402,MYB83,None
1403,MYB83,None
1404,MYB83,None
1405,MYB83,None
1406,MYB83,None
1407,MYB83,None
1408,MYB83,None
1409,MYB83,None
1410,MYB83,None
1411,MYB83,None
1412,MYB83,None
1413,MYB83,None
1414,MYB83,None
1415,MYB83,None
1416,MYB83,None
1417,MYB83,None
1418,MYB83,None
1419,MYB83,None
1420,MYB83,None
1421,MYB83,None
1422,MYB83,None
1423,MYB83,None
1424,MYB83,None
1425,MYB83,None
1426,MYB83,None
1427,MYB83,None
1428,MYB83,None
1429,MYB83,None
1430,MYB83,None
1431,MYB83,None
1432,MYB83,None
1433,MYB83,None
1434,MYB83,None
1435,MYB83,None
1436,MYB83,None
1437,MYB83,None
1438,MYB83,None
1439,MYB83,None
1440,MYB83,None
1441,MYB83,None
1442,MYB83,None
1443,MYB83,None
1444,MYB83,None
1445,MYB83,None
1446,MYB83,None
1447,MYB83,None
1448,MYB83,None
1449,MYB83,None
1450,MYB83,None
1451,MYB83,None
1452,MYB83,None
1453,MYB83,None
1454,MYB83,None
1455,MYB83,None
1456,MYB83,None
1457,MYB83,None
1458,MYB83,None
1459,MYB83,None
1460,MYB83,None
1461,MYB83,None
1462,MYB83,None
1463,MYB83,None
1464,MYB83,None
1465,MYB83,None
1466,MYB83,None
1467,MYB83,None
1468,MYB83,None
1469,MYB83,None
1470,MYB83,None
1471,MYB83,None
1472,MYB83,None
1473,MYB83,None
1474,MYB83,None
1475,MYB83,None
1476,MYB83,None
1477,MYB83,None
1478,MYB83,None
1479,MYB83,None
1480,MYB83,None
1481,MYB83,None
1482,MYB83,None
1483,MYB83,None
1484,MYB83,None
1485,MYB83,None
1486,MYB83,None
